FECHA (YYMMDD);HORA (HHMM);;
120628;1400;0,138976;
120628;1500;0,395328;
120628;1600;0,600549;
120628;1700;0,715443;
120628;1800;1,23855;
120628;1900;0,330617;
120628;2000;1,91134;
120628;2100;0,656;
120628;2200;1,57395;
120628;2300;1,19272;
120629;0000;0,892123;
120629;0100;1,15182;
120629;0200;1,46543;
120629;0300;0,817691;
120629;0400;0,719924;
120629;0500;0,934137;
120629;0600;0,553476;
120629;0700;0,181536;
120629;0800;0,370941;
120629;0900;0,139622;
120629;1000;0,233872;
120629;1100;0,22558;
120629;1200;0,815962;
120629;1300;0,87715;
120629;1400;0,810043;
120629;1500;1,71898;
120629;1600;1,51497;
120629;1700;0,522427;
120629;1800;0,247618;
120629;1900;0,191127;
120629;2000;0,379718;
120629;2100;0,1291;
120629;2200;0,111964;
120629;2300;0,351387;
120630;0000;0,377379;
120630;0100;0,278766;
120630;0200;0,343739;
120630;0300;0,236963;
120630;0400;0,00196291;
120630;0500;0,282279;
120630;0600;0,275428;
120630;0700;0,276987;
120630;0800;0,546918;
120630;0900;0,298767;
120630;1000;0,285594;
120630;1100;0,665532;
120630;1200;0,80179;
120630;1300;0,821023;
120630;1400;1,07214;
120630;1500;1,35093;
120630;1600;1,5512;
120630;1700;1,64723;
120630;1800;0,900935;
120630;1900;0,642029;
120630;2000;0,36778;
120630;2100;0,224122;
120630;2200;0,372744;
120630;2300;0,936487;
120701;0000;0,452619;
120701;0100;1,29043;
120701;0200;1,41376;
120701;0300;2,00242;
120701;0400;1,77976;
120701;0500;1,94499;
120701;0600;1,63759;
120701;0700;1,79145;
120701;0800;1,68823;
120701;0900;1,56546;
120701;1000;1,6625;
120701;1100;1,39868;
120701;1200;1,54371;
120701;1300;1,919;
120701;1400;1,62381;
120701;1500;1,1199;
120701;1600;1,07972;
120701;1700;0,74834;
120701;1800;0,678304;
120701;1900;0,855414;
120701;2000;0,433484;
120701;2100;0,624982;
120701;2200;1,2772;
120701;2300;0,933527;
120702;0000;1,37401;
120702;0100;2,32486;
120702;0200;2,51901;
120702;0300;2,20199;
120702;0400;2,04925;
120702;0500;2,82104;
120702;0600;2,86487;
120702;0700;2,3527;
120702;0800;1,76824;
120702;0900;2,14613;
120702;1000;2,3108;
120702;1100;2,18519;
120702;1200;1,22138;
120702;1300;1,11842;
120702;1400;1,86458;
120702;1500;1,92947;
120702;1600;1,42966;
120702;1700;1,07778;
120702;1800;1,75107;
120702;1900;2,25207;
120702;2000;2,29662;
120702;2100;1,96484;
120702;2200;1,21246;
120702;2300;1,24465;
120703;0000;1,04386;
120703;0100;0,85915;
120703;0200;0,462205;
120703;0300;0,168639;
120703;0400;0,326639;
120703;0500;0,0626961;
120703;0600;0,306787;
120703;0700;0,100892;
120703;0800;0,569882;
120703;0900;0,534579;
120703;1000;0,705007;
120703;1100;1,06823;
120703;1200;0,653242;
120703;1300;1,72347;
120703;1400;1,68055;
120703;1500;2,54161;
120703;1600;2,31595;
120703;1700;1,62278;
120703;1800;1,88542;
120703;1900;1,29239;
120703;2000;1,15509;
120703;2100;1,80557;
120703;2200;0,562921;
120703;2300;0,293287;
120704;0000;0,623725;
120704;0100;0,747461;
120704;0200;0,108575;
120704;0300;0,168268;
120704;0400;0,663709;
120704;0500;0,66146;
120704;0600;0,453231;
120704;0700;0,0903635;
120704;0800;0,188287;
120704;0900;1,28713;
120704;1000;1,70862;
120704;1100;0,968176;
120704;1200;2,63007;
120704;1300;2,14585;
120704;1400;2,40342;
120704;1500;1,7415;
120704;1600;2,0461;
120704;1700;1,69566;
120704;1800;1,80888;
120704;1900;2,18953;
120704;2000;1,78955;
120704;2100;0,522078;
120704;2200;0,638508;
120704;2300;0,48859;
120705;0000;0,305361;
120705;0100;0,259308;
120705;0200;0,159606;
120705;0300;0,0781918;
120705;0400;0,342505;
120705;0500;0,322419;
120705;0600;0,112719;
120705;0700;0,250343;
120705;0800;0,229025;
120705;0900;0,282816;
120705;1000;0,477702;
120705;1100;0,448766;
120705;1200;1,14711;
120705;1300;0,788276;
120705;1400;1,07141;
120705;1500;1,3967;
120705;1600;2,45059;
120705;1700;2,53351;
120705;1800;0,868572;
120705;1900;0,21725;
120705;2000;0,105813;
120705;2100;0,364624;
120705;2200;0,602287;
120705;2300;0,439914;
120706;0000;0,324641;
120706;0100;0,192897;
120706;0200;0,234129;
120706;0300;0,479618;
120706;0400;0,180317;
120706;0500;0,0674646;
120706;0600;0,32197;
120706;0700;0,672258;
120706;0800;1,11203;
120706;0900;0,478083;
120706;1000;0,70738;
120706;1100;0,827569;
120706;1200;0,556437;
120706;1300;0,258153;
120706;1400;0,621946;
120706;1500;0,650229;
120706;1600;0,650622;
120706;1700;0,788155;
120706;1800;0,329769;
120706;1900;0,534976;
120706;2000;0,514896;
120706;2100;0,272312;
120706;2200;0,440126;
120706;2300;0,22199;
120707;0000;0,157674;
120707;0100;0,312708;
120707;0200;0,188793;
120707;0300;0,445691;
120707;0400;0,791268;
120707;0500;0,183189;
120707;0600;0,366582;
120707;0700;0,251947;
120707;0800;0,310623;
120707;0900;0,527121;
120707;1000;1,09823;
120707;1100;1,35343;
120707;1200;1,30251;
120707;1300;0,64824;
120707;1400;0,455816;
120707;1500;0,775143;
120707;1600;1,60797;
120707;1700;1,62311;
120707;1800;0,660781;
120707;1900;0,490942;
120707;2000;0,574373;
120707;2100;0,199145;
120707;2200;0,53657;
120707;2300;0,192196;
120708;0000;0,97982;
120708;0100;1,00806;
120708;0200;0,984403;
120708;0300;1,26309;
120708;0400;0,425948;
120708;0500;0,132769;
120708;0600;0,598593;
120708;0700;0,186195;
120708;0800;0,420164;
120708;0900;1,36921;
120708;1000;1,35341;
120708;1100;0,420786;
120708;1200;0,118589;
120708;1300;0,534238;
120708;1400;0,217264;
120708;1500;1,11888;
120708;1600;2,04932;
120708;1700;1,54609;
120708;1800;1,96351;
120708;1900;1,1394;
120708;2000;1,01313;
120708;2100;0,0792708;
120708;2200;0,464459;
120708;2300;0,556726;
120709;0000;0,405176;
120709;0100;0,270348;
120709;0200;0,174772;
120709;0300;0,236835;
120709;0400;0,318378;
120709;0500;0,225314;
120709;0600;0,755648;
120709;0700;0,76362;
120709;0800;0,533119;
120709;0900;0,948235;
120709;1000;0,439625;
120709;1100;1,36174;
120709;1200;0,936237;
120709;1300;1,35824;
120709;1400;2,63423;
120709;1500;1,59667;
120709;1600;1,61177;
120709;1700;0,430341;
120709;1800;0,48956;
120709;1900;1,84174;
120709;2000;1,1142;
120709;2100;1,21799;
120709;2200;0,85165;
120709;2300;1,21343;
120710;0000;0,345991;
120710;0100;0,739107;
120710;0200;0,858028;
120710;0300;0,115582;
120710;0400;0,579595;
120710;0500;0,267845;
120710;0600;0,567974;
120710;0700;0,460995;
120710;0800;0,533344;
120710;0900;0,195715;
120710;1000;0,914364;
120710;1100;1,64379;
120710;1200;1,20538;
120710;1300;0,303895;
120710;1400;0,431888;
120710;1500;1,71437;
120710;1600;2,81361;
120710;1700;1,49465;
120710;1800;0,938787;
120710;1900;1,09435;
120710;2000;1,41122;
120710;2100;1,0986;
120710;2200;1,26674;
120710;2300;1,22222;
120711;0000;0,370267;
120711;0100;0,17787;
120711;0200;0,185945;
120711;0300;0,659161;
120711;0400;0,993563;
120711;0500;0,259254;
120711;0600;2,28089;
120711;0700;1,78627;
120711;0800;1,22145;
120711;0900;1,06341;
120711;1000;0,880292;
120711;1100;0,612406;
120711;1200;1,10107;
120711;1300;0,459256;
120711;1400;1,73947;
120711;1500;2,43465;
120711;1600;2,47101;
120711;1700;2,47821;
120711;1800;1,58769;
120711;1900;0,653254;
120711;2000;1,43208;
120711;2100;1,1641;
120711;2200;0,579414;
120711;2300;0,182973;
120712;0000;0,159723;
120712;0100;0,135991;
120712;0200;0,28728;
120712;0300;0,275539;
120712;0400;0,380946;
120712;0500;0,178531;
120712;0600;0,173715;
120712;0700;0,0849111;
120712;0800;0,655454;
120712;0900;1,13985;
120712;1000;0,641063;
120712;1100;0,961238;
120712;1200;0,722658;
120712;1300;0,908313;
120712;1400;0,483483;
120712;1500;0,908412;
120712;1600;0,815416;
120712;1700;0,900992;
120712;1800;0,540998;
120712;1900;1,0208;
120712;2000;0,167979;
120712;2100;0,215687;
120712;2200;0,593861;
120712;2300;0,240656;
120713;0000;0,368146;
120713;0100;0,136704;
120713;0200;0,617316;
120713;0300;0,37313;
120713;0400;0,0985384;
120713;0500;0,335916;
120713;0600;0,334924;
120713;0700;0,452081;
120713;0800;0,521494;
120713;0900;0,592564;
120713;1000;0,659738;
120713;1100;0,465221;
120713;1200;0,392737;
120713;1300;0,405812;
120713;1400;0,641129;
120713;1500;0,771323;
120713;1600;1,44967;
120713;1700;0,860718;
120713;1800;0,10458;
120713;1900;0,461943;
120713;2000;0,128224;
120713;2100;0,233637;
120713;2200;0,27999;
120713;2300;0,183191;
120714;0000;0,536713;
120714;0100;0,418793;
120714;0200;0,102854;
120714;0300;0,609037;
120714;0400;0,677115;
120714;0500;0,627011;
120714;0600;0,318625;
120714;0700;0,899896;
120714;0800;0,667231;
120714;0900;1,34235;
120714;1000;1,43845;
120714;1100;2,05266;
120714;1200;1,72236;
120714;1300;0,972617;
120714;1400;1,9522;
120714;1500;2,42498;
120714;1600;1,83915;
120714;1700;1,32701;
120714;1800;1,18474;
120714;1900;0,765552;
120714;2000;0,431258;
120714;2100;0,876814;
120714;2200;0,454293;
120714;2300;0,256519;
120715;0000;0,460704;
120715;0100;0,329251;
120715;0200;0,279592;
120715;0300;0,280863;
120715;0400;0,128927;
120715;0500;0,20151;
120715;0600;0,3819;
120715;0700;0,393054;
120715;0800;0,217829;
120715;0900;0,312225;
120715;1000;0,614196;
120715;1100;0,734643;
120715;1200;0,95108;
120715;1300;0,783649;
120715;1400;0,562548;
120715;1500;0,650866;
120715;1600;1,33836;
120715;1700;0,888122;
120715;1800;0,28684;
120715;1900;0,307329;
120715;2000;0,0565886;
120715;2100;0,130552;
120715;2200;0,160449;
120715;2300;0,460402;
120716;0000;0,152831;
120716;0100;0,646729;
120716;0200;0,412482;
120716;0300;0,206244;
120716;0400;0,226208;
120716;0500;0,119077;
120716;0600;0,551353;
120716;0700;0,289582;
120716;0800;0,849156;
120716;0900;0,758237;
120716;1000;0,68588;
120716;1100;0,929854;
120716;1200;0,416127;
120716;1300;0,809346;
120716;1400;1,16831;
120716;1500;0,261263;
120716;1600;0,760486;
120716;1700;1,12906;
120716;1800;1,22196;
120716;1900;0,251709;
120716;2000;0,999981;
120716;2100;0,796917;
120716;2200;0,957719;
120716;2300;0,531624;
120717;0000;0,541245;
120717;0100;0,162675;
120717;0200;0,938013;
120717;0300;0,170158;
120717;0400;0,174946;
120717;0500;0,763042;
120717;0600;1,15732;
120717;0700;1,85385;
120717;0800;0,46289;
120717;0900;0,354366;
120717;1000;0,278778;
120717;1100;0,534057;
120717;1200;0,554552;
120717;1300;0,397894;
120717;1400;0,560464;
120717;1500;1,22589;
120717;1600;0,153821;
120717;1700;1,61844;
120717;1800;1,75961;
120717;1900;1,46008;
120717;2000;0,659782;
120717;2100;1,68112;
120717;2200;0,546817;
120717;2300;1,33427;
120718;0000;0,191901;
120718;0100;1,33162;
120718;0200;0,0226371;
120718;0300;0,797164;
120718;0400;0,636087;
120718;0500;0,55605;
120718;0600;0,877892;
120718;0700;0,289875;
120718;0800;0,879721;
120718;0900;0,724132;
120718;1000;1,17013;
120718;1100;0,912675;
120718;1200;0,905627;
120718;1300;1,50168;
120718;1400;0,736449;
120718;1500;2,78808;
120718;1600;3,25869;
120718;1700;1,31027;
120718;1800;1,28583;
120718;1900;0,272567;
120718;2000;0,35324;
120718;2100;0,155435;
120718;2200;0,591425;
120718;2300;0,457404;
120719;0000;1,10865;
120719;0100;0,782738;
120719;0200;1,09565;
120719;0300;0,289778;
120719;0400;0,440057;
120719;0500;0,371801;
120719;0600;0,66829;
120719;0700;0,473439;
120719;0800;0,903684;
120719;0900;0,839355;
120719;1000;0,273508;
120719;1100;0,271784;
120719;1200;1,37394;
120719;1300;0,49381;
120719;1400;0,383773;
120719;1500;0,494601;
120719;1600;0,894447;
120719;1700;0,65988;
120719;1800;1,11108;
120719;1900;1,29931;
120719;2000;0,491691;
120719;2100;0,872387;
120719;2200;0,715293;
120719;2300;0,259321;
120720;0000;0,065765;
120720;0100;0,353525;
120720;0200;0,173188;
120720;0300;0,466639;
120720;0400;0,973727;
120720;0500;0,544061;
120720;0600;0,319646;
120720;0700;0,524338;
120720;0800;0,356867;
120720;0900;0,346701;
120720;1000;0,597471;
120720;1100;0,920218;
120720;1200;0,651224;
120720;1300;0,455232;
120720;1400;0,492969;
120720;1500;0,698083;
120720;1600;2,05604;
120720;1700;1,89985;
120720;1800;1,44694;
120720;1900;2,1036;
120720;2000;2,03025;
120720;2100;1,97302;
120720;2200;1,7505;
120720;2300;0,263139;
120721;0000;0,819666;
120721;0100;0,586823;
120721;0200;0,752561;
120721;0300;0,427263;
120721;0400;0,448332;
120721;0500;0,413571;
120721;0600;0,18707;
120721;0700;0,154462;
120721;0800;0,842681;
120721;0900;0,230488;
120721;1000;0,386328;
120721;1100;0,204725;
120721;1200;0,760798;
120721;1300;0,846473;
120721;1400;1,64716;
120721;1500;1,50595;
120721;1600;1,20343;
120721;1700;1,71405;
120721;1800;1,39049;
120721;1900;0,262331;
120721;2000;0,600764;
120721;2100;1,17119;
120721;2200;0,509569;
120721;2300;0,454128;
120722;0000;0,691391;
120722;0100;0,252993;
120722;0200;0,268088;
120722;0300;0,740678;
120722;0400;0,320845;
120722;0500;0,136615;
120722;0600;0,223824;
120722;0700;0,232455;
120722;0800;0,408874;
120722;0900;0,835654;
120722;1000;0,882243;
120722;1100;1,18312;
120722;1200;0,229952;
120722;1300;1,66447;
120722;1400;2,7075;
120722;1500;2,76541;
120722;1600;2,67655;
120722;1700;2,1546;
120722;1800;1,03743;
120722;1900;1,34526;
120722;2000;1,10504;
120722;2100;0,754923;
120722;2200;0,148291;
120722;2300;0,290201;
120723;0000;0,221619;
120723;0100;0,182992;
120723;0200;0,307133;
120723;0300;0,254991;
120723;0400;0,207358;
120723;0500;0,503908;
120723;0600;0,608137;
120723;0700;0,665037;
120723;0800;0,426993;
120723;0900;0,544986;
120723;1000;0,088848;
120723;1100;0,591063;
120723;1200;1,3515;
120723;1300;1,95122;
120723;1400;2,51156;
120723;1500;2,29941;
120723;1600;2,63725;
120723;1700;2,05491;
120723;1800;2,45828;
120723;1900;1,91167;
120723;2000;1,56869;
120723;2100;0,453942;
120723;2200;0,47446;
120723;2300;0,558259;
120724;0000;0,412786;
120724;0100;0,936791;
120724;0200;0,722275;
120724;0300;0,877201;
120724;0400;0,612703;
120724;0500;0,803849;
120724;0600;0,0827398;
120724;0700;0,256336;
120724;0800;0,274321;
120724;0900;0,446983;
120724;1000;0,747988;
120724;1100;0,465334;
120724;1200;0,934767;
120724;1300;1,90035;
120724;1400;2,11052;
120724;1500;2,26536;
120724;1600;2,14789;
120724;1700;2,18351;
120724;1800;1,74588;
120724;1900;1,59279;
120724;2000;1,23219;
120724;2100;0,748551;
120724;2200;1,14178;
120724;2300;0,56503;
120725;0000;0,429785;
120725;0100;0,331433;
120725;0200;0,303535;
120725;0300;0,263623;
120725;0400;0,163463;
120725;0500;0,260619;
120725;0600;0,182807;
120725;0700;0,424956;
120725;0800;1,25089;
120725;0900;1,275;
120725;1000;0,74719;
120725;1100;0,420179;
120725;1200;0,958598;
120725;1300;1,63359;
120725;1400;1,90685;
120725;1500;2,56565;
120725;1600;2,41609;
120725;1700;2,19897;
120725;1800;2,11164;
120725;1900;2,09078;
120725;2000;1,52297;
120725;2100;1,79581;
120725;2200;0,863952;
120725;2300;0,808759;
120726;0000;0,547256;
120726;0100;0,971604;
120726;0200;0,417362;
120726;0300;0,169775;
120726;0400;0,664305;
120726;0500;0,335897;
120726;0600;0,378769;
120726;0700;0,153103;
120726;0800;0,57406;
120726;0900;0,943973;
120726;1000;0,831052;
120726;1100;0,566711;
120726;1200;0,972844;
120726;1300;0,742587;
120726;1400;0,750329;
120726;1500;1,48953;
120726;1600;2,84472;
120726;1700;2,45158;
120726;1800;1,71223;
120726;1900;2,04411;
120726;2000;1,42345;
120726;2100;0,560364;
120726;2200;0,254007;
120726;2300;0,0886559;
120727;0000;0,309635;
120727;0100;0,413673;
120727;0200;0,389362;
120727;0300;0,721181;
120727;0400;0,634742;
120727;0500;0,169489;
120727;0600;0,152704;
120727;0700;0,139597;
120727;0800;0,308669;
120727;0900;0,949801;
120727;1000;0,903767;
120727;1100;0,385253;
120727;1200;0,697612;
120727;1300;0,91856;
120727;1400;0,586964;
120727;1500;0,716694;
120727;1600;2,21472;
120727;1700;1,88822;
120727;1800;1,61247;
120727;1900;1,28276;
120727;2000;1,30155;
120727;2100;1,202;
120727;2200;0,943834;
120727;2300;0,320416;
120728;0000;0,0676079;
120728;0100;0,310597;
120728;0200;0,0770875;
120728;0300;0,463532;
120728;0400;0,337347;
120728;0500;0,397794;
120728;0600;0,537024;
120728;0700;0,468122;
120728;0800;0,678289;
120728;0900;1,48756;
120728;1000;1,50495;
120728;1100;1,31811;
120728;1200;2,34005;
120728;1300;2,45432;
120728;1400;3,07118;
120728;1500;3,1721;
120728;1600;3,02421;
120728;1700;2,81599;
120728;1800;2,28284;
120728;1900;1,73899;
120728;2000;0,846526;
120728;2100;1,63123;
120728;2200;1,31306;
120728;2300;0,343262;
120729;0000;0,447341;
120729;0100;0,962092;
120729;0200;0,366709;
120729;0300;0,446513;
120729;0400;1,28825;
120729;0500;0,0639735;
120729;0600;0,165119;
120729;0700;0,224277;
120729;0800;0,233144;
120729;0900;0,485738;
120729;1000;0,609978;
120729;1100;0,674216;
120729;1200;0,51366;
120729;1300;0,876583;
120729;1400;0,573318;
120729;1500;0,531456;
120729;1600;1,4416;
120729;1700;1,43429;
120729;1800;1,30197;
120729;1900;1,04435;
120729;2000;0,941014;
120729;2100;0,307947;
120729;2200;0,379241;
120729;2300;0,269763;
120730;0000;0,197117;
120730;0100;0,15712;
120730;0200;0,283351;
120730;0300;0,235287;
120730;0400;0,460184;
120730;0500;0,255923;
120730;0600;0,335223;
120730;0700;0,340358;
120730;0800;0,6286;
120730;0900;0,965268;
120730;1000;1,01064;
120730;1100;0,738795;
120730;1200;0,789706;
120730;1300;0,876746;
120730;1400;1,96903;
120730;1500;2,17514;
120730;1600;2,27284;
120730;1700;2,20326;
120730;1800;2,00177;
120730;1900;1,84755;
120730;2000;1,60418;
120730;2100;1,2005;
120730;2200;0,855024;
120730;2300;1,17477;
120731;0000;0,803818;
120731;0100;1,65022;
120731;0200;1,74594;
120731;0300;1,37152;
120731;0400;0,736862;
120731;0500;0,62318;
120731;0600;0,621189;
120731;0700;1,25753;
120731;0800;2,11812;
120731;0900;1,5655;
120731;1000;1,0506;
120731;1100;0,913205;
120731;1200;0,817551;
120731;1300;1,81565;
120731;1400;1,366;
120731;1500;1,30869;
120731;1600;1,2335;
120731;1700;0,934785;
120731;1800;0,365272;
120731;1900;0,114085;
120731;2000;0,429155;
120731;2100;0,442126;
120731;2200;0,554892;
120731;2300;0,320504;
120801;0000;0,136924;
120801;0100;0,375916;
120801;0200;0,4687;
120801;0300;0,566367;
120801;0400;0,74641;
120801;0500;0,833354;
120801;0600;1,33481;
120801;0700;1,07838;
120801;0800;0,525615;
120801;0900;0,691772;
120801;1000;0,500643;
120801;1100;1,04124;
120801;1200;1,50173;
120801;1300;1,67638;
120801;1400;1,27652;
120801;1500;0,652861;
120801;1600;0,739321;
120801;1700;1,15361;
120801;1800;0,778224;
120801;1900;0,120847;
120801;2000;0,510681;
120801;2100;1,45876;
120801;2200;0,92177;
120801;2300;0,67972;
120802;0000;0,606477;
120802;0100;0,426589;
120802;0200;0,780348;
120802;0300;0,342148;
120802;0400;0,838128;
120802;0500;0,420321;
120802;0600;0,429382;
120802;0700;0,077077;
120802;0800;0,159094;
120802;0900;0,37871;
120802;1000;0,407524;
120802;1100;1,05018;
120802;1200;1,62938;
120802;1300;1,46658;
120802;1400;3,66009;
120802;1500;3,57076;
120802;1600;2,00765;
120802;1700;1,93077;
120802;1800;1,57626;
120802;1900;1,67984;
120802;2000;2,0232;
120802;2100;0,845545;
120802;2200;0,689934;
120802;2300;0,128649;
120803;0000;0,317427;
120803;0100;0,136985;
120803;0200;0,242536;
120803;0300;0,56625;
120803;0400;0,0668311;
120803;0500;0,818871;
120803;0600;0,213986;
120803;0700;0,708325;
120803;0800;0,158154;
120803;0900;0,732347;
120803;1000;1,49542;
120803;1100;2,66483;
120803;1200;2,38901;
120803;1300;1,99153;
120803;1400;2,64726;
120803;1500;2,83847;
120803;1600;2,75115;
120803;1700;1,98727;
120803;1800;1,58267;
120803;1900;0,841054;
120803;2000;0,101596;
120803;2100;0,454206;
120803;2200;0,93786;
120803;2300;0,507329;
120804;0000;0,30097;
120804;0100;0,204457;
120804;0200;0,165435;
120804;0300;0,125616;
120804;0400;0,181005;
120804;0500;0,154393;
120804;0600;0,762828;
120804;0700;0,19275;
120804;0800;0,387259;
120804;0900;1,58158;
120804;1000;1,64185;
120804;1100;1,32793;
120804;1200;0,678641;
120804;1300;0,489971;
120804;1400;1,29287;
120804;1500;1,99112;
120804;1600;2,01484;
120804;1700;1,88446;
120804;1800;0,980638;
120804;1900;0,706729;
120804;2000;0,808835;
120804;2100;0,426627;
120804;2200;0,325999;
120804;2300;0,476801;
120805;0000;0,502049;
120805;0100;0,112852;
120805;0200;0,164829;
120805;0300;0,170462;
120805;0400;0,366016;
120805;0500;0,535536;
120805;0600;0,274479;
120805;0700;0,407915;
120805;0800;1,1777;
120805;0900;1,74723;
120805;1000;1,45671;
120805;1100;0,890658;
120805;1200;0,369155;
120805;1300;1,66253;
120805;1400;2,68819;
120805;1500;2,72589;
120805;1600;2,59782;
120805;1700;2,87098;
120805;1800;2,06831;
120805;1900;1,74835;
120805;2000;1,95007;
120805;2100;2,42421;
120805;2200;1,76035;
120805;2300;1,72117;
120806;0000;1,90299;
120806;0100;1,48952;
120806;0200;0,789584;
120806;0300;0,48757;
120806;0400;0,367801;
120806;0500;1,06023;
120806;0600;1,04083;
120806;0700;0,858279;
120806;0800;1,12403;
120806;0900;1,45028;
120806;1000;0,229587;
120806;1100;1,60338;
120806;1200;2,78865;
120806;1300;3,05057;
120806;1400;3,41822;
120806;1500;4,01012;
120806;1600;3,38142;
120806;1700;2,97806;
120806;1800;1,87619;
120806;1900;1,41204;
120806;2000;0,331027;
120806;2100;0,189856;
120806;2200;0,408869;
120806;2300;0,790564;
120807;0000;0,638203;
120807;0100;0,328649;
120807;0200;0,726683;
120807;0300;0,278879;
120807;0400;0,556381;
120807;0500;0,58097;
120807;0600;0,465413;
120807;0700;0,498397;
120807;0800;1,23215;
120807;0900;0,494935;
120807;1000;0,95906;
120807;1100;1,04953;
120807;1200;0,836716;
120807;1300;0,7328;
120807;1400;1,95027;
120807;1500;2,50263;
120807;1600;2,53654;
120807;1700;3,11539;
120807;1800;1,46308;
120807;1900;1,16599;
120807;2000;1,57993;
120807;2100;0,486091;
120807;2200;0,44863;
120807;2300;0,395849;
120808;0000;0,490665;
120808;0100;0,639395;
120808;0200;0,353158;
120808;0300;0,517097;
120808;0400;0,544817;
120808;0500;0,453926;
120808;0600;0,871799;
120808;0700;0,221667;
120808;0800;0,782533;
120808;0900;0,905972;
120808;1000;1,24815;
120808;1100;1,07436;
120808;1200;0,743768;
120808;1300;1,35087;
120808;1400;2,35017;
120808;1500;1,71546;
120808;1600;0,702024;
120808;1700;0,624637;
120808;1800;0,296175;
120808;1900;0,602644;
120808;2000;0,485673;
120808;2100;0,192761;
120808;2200;1,02239;
120808;2300;0,528045;
120809;0000;0,467853;
120809;0100;0,715889;
120809;0200;0,430679;
120809;0300;0,27788;
120809;0400;0,318681;
120809;0500;0,502816;
120809;0600;0,842245;
120809;0700;0,888261;
120809;0800;1,25569;
120809;0900;0,813745;
120809;1000;1,54116;
120809;1100;1,94609;
120809;1200;2,30585;
120809;1300;2,19796;
120809;1400;1,83883;
120809;1500;2,72344;
120809;1600;2,36384;
120809;1700;1,52719;
120809;1800;0,517268;
120809;1900;1,2238;
120809;2000;1,08525;
120809;2100;0,703049;
120809;2200;0,572515;
120809;2300;0,284377;
120810;0000;0,400059;
120810;0100;0,503913;
120810;0200;1,15842;
120810;0300;0,4294;
120810;0400;0,4117;
120810;0500;0,28537;
120810;0600;0,333056;
120810;0700;0,277503;
120810;0800;0,542373;
120810;0900;1,02355;
120810;1000;0,743512;
120810;1100;0,778463;
120810;1200;0,982969;
120810;1300;1,78042;
120810;1400;2,04899;
120810;1500;2,40204;
120810;1600;2,46379;
120810;1700;3,12181;
120810;1800;2,24009;
120810;1900;1,56642;
120810;2000;1,44954;
120810;2100;1,13856;
120810;2200;1,12263;
120810;2300;0,98877;
120811;0000;0,783933;
120811;0100;0,585376;
120811;0200;0,609923;
120811;0300;0,720085;
120811;0400;0,45112;
120811;0500;0,413823;
120811;0600;0,228526;
120811;0700;0,966248;
120811;0800;0,563654;
120811;0900;0,432269;
120811;1000;1,09291;
120811;1100;1,04377;
120811;1200;1,43315;
120811;1300;0,503606;
120811;1400;1,50358;
120811;1500;2,27256;
120811;1600;1,71737;
120811;1700;1,0838;
120811;1800;1,46049;
120811;1900;1,13043;
120811;2000;1,03971;
120811;2100;0,922268;
120811;2200;0,53889;
120811;2300;0,752343;
120812;0000;0,439435;
120812;0100;0,315213;
120812;0200;0,306852;
120812;0300;0,35639;
120812;0400;0,312964;
120812;0500;0,977754;
120812;0600;0,189216;
120812;0700;0,577072;
120812;0800;1,62012;
120812;0900;0,406168;
120812;1000;1,58658;
120812;1100;1,68083;
120812;1200;0,935145;
120812;1300;1,41309;
120812;1400;1,18534;
120812;1500;0,870551;
120812;1600;0,829292;
120812;1700;0,741165;
120812;1800;0,989122;
120812;1900;0,749761;
120812;2000;0,755195;
120812;2100;0,893147;
120812;2200;0,410093;
120812;2300;0,477574;
120813;0000;0,234281;
120813;0100;0,369728;
120813;0200;0,353579;
120813;0300;0,639491;
120813;0400;0,28821;
120813;0500;0,50133;
120813;0600;0,119627;
120813;0700;0,527499;
120813;0800;0,512591;
120813;0900;0,626303;
120813;1000;0,919875;
120813;1100;1,76967;
120813;1200;0,860285;
120813;1300;0,911307;
120813;1400;1,0183;
120813;1500;0,703431;
120813;1600;1,01614;
120813;1700;0,541078;
120813;1800;0,0423275;
120813;1900;0,680321;
120813;2000;0,129199;
120813;2100;0,577618;
120813;2200;1,34821;
120813;2300;1,68827;
120814;0000;1,90943;
120814;0100;1,16378;
120814;0200;0,497088;
120814;0300;0,407741;
120814;0400;0,645364;
120814;0500;0,590859;
120814;0600;0,437045;
120814;0700;0,337425;
120814;0800;0,809904;
120814;0900;1,22837;
120814;1000;0,244302;
120814;1100;0,840468;
120814;1200;0,817042;
120814;1300;0,473978;
120814;1400;0,354311;
120814;1500;1,02397;
120814;1600;1,53826;
120814;1700;0,554561;
120814;1800;0,293827;
120814;1900;0,520801;
120814;2000;0,934223;
120814;2100;0,596392;
120814;2200;0,858555;
120814;2300;0,438163;
120815;0000;0,405789;
120815;0100;0,609198;
120815;0200;0,504917;
120815;0300;0,907827;
120815;0400;0,752797;
120815;0500;0,586802;
120815;0600;0,462983;
120815;0700;0,673607;
120815;0800;1,3166;
120815;0900;0,534511;
120815;1000;0,271279;
120815;1100;0,75717;
120815;1200;0,648726;
120815;1300;0,503368;
120815;1400;0,88502;
120815;1500;2,42296;
120815;1600;2,51814;
120815;1700;2,95841;
120815;1800;1,84145;
120815;1900;0,565489;
120815;2000;3,40576;
120815;2100;3,18931;
120815;2200;2,56779;
120815;2300;1,41847;
120816;0000;2,05205;
