FECHA (YYMMDD);HORA (HHMM);;
090204;0900;0,22145;
090204;1000;0,880013;
090204;1100;2,09934;
090204;1200;3,22004;
090204;1300;3,53888;
090204;1400;3,7475;
090204;1500;4,78938;
090204;1600;6,19524;
090204;1700;5,51859;
090204;1800;5,07932;
090204;1900;3,32236;
090204;2000;2,8579;
090204;2100;2,48299;
090204;2200;2,41491;
090204;2300;1,65418;
090205;0000;1,78419;
090205;0100;1,25124;
090205;0200;1,89599;
090205;0300;0,769541;
090205;0400;0,672894;
090205;0500;0,193328;
090205;0600;0,407361;
090205;0700;1,29973;
090205;0800;0,837331;
090205;0900;1,00802;
090205;1000;1,3246;
090205;1100;2,36326;
090205;1200;2,53654;
090205;1300;2,77659;
090205;1400;3,45504;
090205;1500;3,44735;
090205;1600;3,34674;
090205;1700;3,54482;
090205;1800;4,10753;
090205;1900;3,00112;
090205;2000;2,42468;
090205;2100;3,19951;
090205;2200;3,75757;
090205;2300;2,76107;
090206;0000;1,39855;
090206;0100;1,82714;
090206;0200;1,80817;
090206;0300;1,08236;
090206;0400;0,996058;
090206;0500;0,634905;
090206;0600;0,585979;
090206;0700;0,799356;
090206;0800;0,389588;
090206;0900;0,385514;
090206;1000;1,06473;
090206;1100;1,52527;
090206;1200;2,78698;
090206;1300;3,22734;
090206;1400;4,03545;
090206;1500;4,57194;
090206;1600;4,70933;
090206;1700;4,46602;
090206;1800;4,0153;
090206;1900;3,627;
090206;2000;3,24218;
090206;2100;3,05183;
090206;2200;2,22867;
090206;2300;1,42599;
090207;0000;1,03713;
090207;0100;1,86135;
090207;0200;0,515985;
090207;0300;1,06917;
090207;0400;0,422804;
090207;0500;1,57971;
090207;0600;1,0685;
090207;0700;1,5496;
090207;0800;1,0271;
090207;0900;1,25124;
090207;1000;1,63252;
090207;1100;3,10593;
090207;1200;4,14596;
090207;1300;4,01812;
090207;1400;4,49493;
090207;1500;4,09789;
090207;1600;4,06216;
090207;1700;4,54211;
090207;1800;4,437;
090207;1900;2,8749;
090207;2000;2,36447;
090207;2100;1,96543;
090207;2200;1,65328;
090207;2300;1,44425;
090208;0000;0,944859;
090208;0100;1,40131;
090208;0200;1,24929;
090208;0300;0,492657;
090208;0400;0,566457;
090208;0500;0,900099;
090208;0600;0,330208;
090208;0700;0,836947;
090208;0800;1,0007;
090208;0900;0,919308;
090208;1000;1,88157;
090208;1100;2,66674;
090208;1200;2,3291;
090208;1300;3,18314;
090208;1400;2,73643;
090208;1500;3,15895;
090208;1600;3,78432;
090208;1700;3,85509;
090208;1800;3,84443;
090208;1900;2,83195;
090208;2000;1,98478;
090208;2100;1,67432;
090208;2200;1,42754;
090208;2300;1,33266;
090209;0000;0,19014;
090209;0100;1,42066;
090209;0200;1,22613;
090209;0300;0,630547;
090209;0400;0,200774;
090209;0500;0,313108;
090209;0600;0,353122;
090209;0700;1,04579;
090209;0800;2,0374;
090209;0900;2,14178;
090209;1000;2,49134;
090209;1100;3,60161;
090209;1200;4,0276;
090209;1300;4,13023;
090209;1400;4,86121;
090209;1500;4,87333;
090209;1600;4,05782;
090209;1700;4,24979;
090209;1800;4,16544;
090209;1900;3,39761;
090209;2000;2,30149;
090209;2100;1,61826;
090209;2200;1,00392;
090209;2300;2,32677;
090210;0000;1,59997;
090210;0100;1,95518;
090210;0200;0,0910988;
090210;0300;0,0745578;
090210;0400;0,876204;
090210;0500;0,661445;
090210;0600;0,533075;
090210;0700;1,18602;
090210;0800;0,565947;
090210;0900;0,266233;
090210;1000;1,41797;
090210;1100;2,32616;
090210;1200;3,28943;
090210;1300;4,31821;
090210;1400;4,56525;
090210;1500;4,65803;
090210;1600;4,26353;
090210;1700;4,11902;
090210;1800;4,18433;
090210;1900;2,89376;
090210;2000;2,43419;
090210;2100;2,5259;
090210;2200;0,836308;
090210;2300;0,683825;
090211;0000;0,390723;
090211;0100;0,49408;
090211;0200;1,1558;
090211;0300;0,464884;
090211;0400;0,3157;
090211;0500;0,0811062;
090211;0600;0,582582;
090211;0700;0,258843;
090211;0800;0,529493;
090211;0900;0,825206;
090211;1000;0,599895;
090211;1100;1,31529;
090211;1200;2,46365;
090211;1300;3,44271;
090211;1400;3,90675;
090211;1500;4,03046;
090211;1600;4,05698;
090211;1700;3,67422;
090211;1800;3,45259;
090211;1900;2,54718;
090211;2000;1,84911;
090211;2100;1,73853;
090211;2200;1,66262;
090211;2300;1,70821;
090212;0000;1,26519;
090212;0100;1,45954;
090212;0200;0,310413;
090212;0300;0,621736;
090212;0400;0,653703;
090212;0500;0,126034;
090212;0600;0,48345;
090212;0700;0,357612;
090212;0800;0,500159;
090212;0900;0,528547;
090212;1000;1,35681;
090212;1100;2,82814;
090212;1200;3,95452;
090212;1300;4,14663;
090212;1400;4,80473;
090212;1500;5,5611;
090212;1600;5,64111;
090212;1700;5,82623;
090212;1800;4,06036;
090212;1900;2,90324;
090212;2000;2,90335;
090212;2100;3,02552;
090212;2200;1,45534;
090212;2300;1,88724;
090213;0000;2,04158;
090213;0100;1,28154;
090213;0200;1,60439;
090213;0300;0,7914;
090213;0400;0,376445;
090213;0500;0,634274;
090213;0600;0,727139;
090213;0700;0,571524;
090213;0800;0,219719;
090213;0900;0,544868;
090213;1000;0,707933;
090213;1100;2,86232;
090213;1200;3,40416;
090213;1300;3,05948;
090213;1400;3,0625;
090213;1500;3,20865;
090213;1600;3,75249;
090213;1700;3,61645;
090213;1800;3,58206;
090213;1900;2,78396;
090213;2000;1,74681;
090213;2100;1,5765;
090213;2200;1,25505;
090213;2300;2,03104;
090214;0000;1,06839;
090214;0100;0,760213;
090214;0200;0,858006;
090214;0300;0,411109;
090214;0400;0,353353;
090214;0500;0,418419;
090214;0600;0,24617;
090214;0700;0,571364;
090214;0800;0,583786;
090214;0900;0,649973;
090214;1000;1,22052;
090214;1100;1,22;
090214;1200;2,83304;
090214;1300;3,94901;
090214;1400;4,48135;
090214;1500;4,84785;
090214;1600;5,0943;
090214;1700;4,8378;
090214;1800;4,40812;
090214;1900;3,96518;
090214;2000;3,92049;
090214;2100;2,734;
090214;2200;2,08051;
090214;2300;1,74575;
090215;0000;1,10973;
090215;0100;0,774055;
090215;0200;0,945683;
090215;0300;0,855775;
090215;0400;0,676392;
090215;0500;0,757814;
090215;0600;0,753527;
090215;0700;0,433737;
090215;0800;0,714046;
090215;0900;0,839286;
090215;1000;1,06434;
090215;1100;2,51297;
090215;1200;3,28686;
090215;1300;3,78696;
090215;1400;4,13476;
090215;1500;4,61533;
090215;1600;6,24512;
090215;1700;5,36246;
090215;1800;3,04356;
090215;1900;3,44344;
090215;2000;3,60422;
090215;2100;2,09748;
090215;2200;2,02065;
090215;2300;1,35523;
090216;0000;1,41544;
090216;0100;0,555718;
090216;0200;0,956285;
090216;0300;1,63906;
090216;0400;0,940228;
090216;0500;0,151723;
090216;0600;0,794121;
090216;0700;0,599467;
090216;0800;0,772201;
090216;0900;0,80856;
090216;1000;1,2741;
090216;1100;1,81365;
090216;1200;2,56372;
090216;1300;3,1449;
090216;1400;2,92931;
090216;1500;3,80252;
090216;1600;3,74263;
090216;1700;3,96088;
090216;1800;3,50239;
090216;1900;2,55486;
090216;2000;1,50276;
090216;2100;1,35238;
090216;2200;0,912152;
090216;2300;0,715235;
090217;0000;1,29528;
090217;0100;1,44201;
090217;0200;0,810639;
090217;0300;0,816937;
090217;0400;0,650146;
090217;0500;0,337012;
090217;0600;0,442735;
090217;0700;0,300525;
090217;0800;0,708636;
090217;0900;1,31852;
090217;1000;0,847027;
090217;1100;1,93815;
090217;1200;2,22621;
090217;1300;2,98621;
090217;1400;3,30223;
090217;1500;3,98581;
090217;1600;4,63942;
090217;1700;4,36777;
090217;1800;3,74298;
090217;1900;2,69667;
090217;2000;2,40163;
090217;2100;2,70586;
090217;2200;2,07823;
090217;2300;2,15571;
090218;0000;1,43314;
090218;0100;1,36499;
090218;0200;1,43577;
090218;0300;1,49821;
090218;0400;0,730011;
090218;0500;0,90887;
090218;0600;1,59109;
090218;0700;1,64076;
090218;0800;1,94419;
090218;0900;2,45015;
090218;1000;2,98572;
090218;1100;3,01709;
090218;1200;3,02618;
090218;1300;2,84529;
090218;1400;3,11896;
090218;1500;3,08216;
090218;1600;3,51108;
090218;1700;4,52718;
090218;1800;4,05849;
090218;1900;3,3654;
090218;2000;3,04171;
090218;2100;2,09039;
090218;2200;1,97126;
090218;2300;2,07843;
090219;0000;1,08604;
090219;0100;1,01092;
090219;0200;0,698133;
090219;0300;0,804581;
090219;0400;0,862679;
090219;0500;0,843407;
090219;0600;1,07786;
090219;0700;1,54313;
090219;0800;1,73746;
090219;0900;1,77461;
090219;1000;1,84544;
090219;1100;3,43987;
090219;1200;3,78001;
090219;1300;4,03133;
090219;1400;4,23631;
090219;1500;4,82404;
090219;1600;4,87402;
090219;1700;4,52264;
090219;1800;3,41748;
090219;1900;3,11177;
090219;2000;2,74799;
090219;2100;1,9829;
090219;2200;2,07101;
090219;2300;1,56584;
090220;0000;0,488545;
090220;0100;0,190296;
090220;0200;0,388253;
090220;0300;0,287347;
090220;0400;0,828105;
090220;0500;0,843082;
090220;0600;0,500337;
090220;0700;0,938581;
090220;0800;0,702075;
090220;0900;0,757174;
090220;1000;1,29018;
090220;1100;3,07555;
090220;1200;3,70691;
090220;1300;4,01697;
090220;1400;3,98389;
090220;1500;3,94968;
090220;1600;4,11098;
090220;1700;4,03065;
090220;1800;4,2167;
090220;1900;3,34648;
090220;2000;2,65971;
090220;2100;2,72107;
090220;2200;2,46132;
090220;2300;2,61691;
090221;0000;2,33552;
090221;0100;1,15489;
090221;0200;1,43918;
090221;0300;1,49077;
090221;0400;1,63535;
090221;0500;1,62139;
090221;0600;1,49063;
090221;0700;0,987406;
090221;0800;1,51784;
090221;0900;1,97136;
090221;1000;1,44017;
090221;1100;3,16787;
090221;1200;4,88525;
090221;1300;4,86662;
090221;1400;4,59354;
090221;1500;4,47938;
090221;1600;4,52103;
090221;1700;4,41981;
090221;1800;3,82896;
090221;1900;2,44682;
090221;2000;2,27979;
090221;2100;2,13825;
090221;2200;1,66814;
090221;2300;1,52533;
090222;0000;0,648185;
090222;0100;1,20435;
090222;0200;0,47008;
090222;0300;0,357996;
090222;0400;0,440755;
090222;0500;0,60387;
090222;0600;1,08693;
090222;0700;1,1288;
090222;0800;1,10011;
090222;0900;0,805634;
090222;1000;0,438849;
090222;1100;1,72574;
090222;1200;2,89285;
090222;1300;3,28786;
090222;1400;3,27939;
090222;1500;3,43798;
090222;1600;3,48938;
090222;1700;3,68541;
090222;1800;2,65474;
090222;1900;1,96494;
090222;2000;1,82804;
090222;2100;2,22766;
090222;2200;1,57569;
090222;2300;1,22112;
090223;0000;0,984179;
090223;0100;0,769238;
090223;0200;0,829822;
090223;0300;0,739388;
090223;0400;0,486495;
090223;0500;0,390567;
090223;0600;0,121817;
090223;0700;0,205981;
090223;0800;0,110548;
090223;0900;0,408556;
090223;1000;0,674022;
090223;1100;1,74913;
090223;1200;2,57526;
090223;1300;3,78808;
090223;1400;4,80244;
090223;1500;4,47713;
090223;1600;5,12475;
090223;1700;4,77316;
090223;1800;3,88107;
090223;1900;3,81287;
090223;2000;3,58871;
090223;2100;2,80248;
090223;2200;2,43896;
090223;2300;1,67082;
090224;0000;1,32443;
090224;0100;0,984015;
090224;0200;0,771729;
090224;0300;0,502738;
090224;0400;0,659239;
090224;0500;0,496973;
090224;0600;0,331521;
090224;0700;0,612958;
090224;0800;0,699215;
090224;0900;0,330539;
090224;1000;0,981256;
090224;1100;2,45997;
090224;1200;3,992;
090224;1300;4,27765;
090224;1400;5,04092;
090224;1500;4,72012;
090224;1600;4,41391;
090224;1700;4,27847;
090224;1800;3,39751;
090224;1900;2,992;
090224;2000;3,11059;
090224;2100;2,17069;
090224;2200;2,0757;
090224;2300;1,52461;
090225;0000;0,824919;
090225;0100;0,847075;
090225;0200;0,660058;
090225;0300;0,819324;
090225;0400;0,674267;
090225;0500;0,46296;
090225;0600;0,828733;
090225;0700;0,597951;
090225;0800;0,963481;
090225;0900;1,25896;
090225;1000;1,85595;
090225;1100;3,25286;
090225;1200;4,0201;
090225;1300;3,90795;
090225;1400;4,30875;
090225;1500;4,50111;
090225;1600;4,96512;
090225;1700;4,1199;
090225;1800;3,54208;
090225;1900;3,51725;
090225;2000;3,11058;
090225;2100;2,51435;
090225;2200;1,68009;
090225;2300;1,56532;
090226;0000;1,68133;
090226;0100;0,318227;
090226;0200;1,13918;
090226;0300;0,934196;
090226;0400;0,877213;
090226;0500;0,858974;
090226;0600;0,826365;
090226;0700;0,468175;
090226;0800;0,713881;
090226;0900;0,527347;
090226;1000;0,788133;
090226;1100;2,46895;
090226;1200;4,76402;
090226;1300;4,97305;
090226;1400;4,82835;
090226;1500;5,18146;
090226;1600;4,70562;
090226;1700;4,08378;
090226;1800;3,60233;
090226;1900;3,87887;
090226;2000;2,6698;
090226;2100;1,71073;
090226;2200;0,224931;
090226;2300;1,93382;
090227;0000;2,83269;
090227;0100;1,35753;
090227;0200;0,921741;
090227;0300;0,989404;
090227;0400;0,978951;
090227;0500;0,348153;
090227;0600;0,414123;
090227;0700;1,36055;
090227;0800;1,65035;
090227;0900;2,63131;
090227;1000;2,82425;
090227;1100;3,42296;
090227;1200;4,62572;
090227;1300;5,25008;
090227;1400;4,97374;
090227;1500;3,95814;
090227;1600;3,76386;
090227;1700;4,02051;
090227;1800;3,26611;
090227;1900;2,90811;
090227;2000;2,85649;
090227;2100;2,69935;
090227;2200;2,78207;
090227;2300;2,31628;
090228;0000;1,71975;
090228;0100;1,39392;
090228;0200;1,35775;
090228;0300;1,13207;
090228;0400;0,984406;
090228;0500;1,34796;
090228;0600;1,17705;
090228;0700;1,59573;
090228;0800;1,36503;
090228;0900;0,744678;
090228;1000;0,593349;
090228;1100;1,42827;
090228;1200;1,54084;
090228;1300;1,9298;
090228;1400;1,14143;
090228;1500;2,05408;
090228;1600;2,49072;
090228;1700;2,68854;
090228;1800;2,21674;
090228;1900;1,70663;
090228;2000;1,73563;
090228;2100;1,42747;
090228;2200;1,37889;
090228;2300;1,3323;
090301;0000;0,850842;
090301;0100;1,1804;
090301;0200;1,21254;
090301;0300;0,962111;
090301;0400;1,062;
090301;0500;0,29958;
090301;0600;0,971922;
090301;0700;1,31519;
090301;0800;0,996294;
090301;0900;1,87551;
090301;1000;1,77197;
090301;1100;2,54635;
090301;1200;3,8903;
090301;1300;4,4194;
090301;1400;3,69329;
090301;1500;3,8559;
090301;1600;3,56148;
090301;1700;3,44913;
090301;1800;4,02895;
090301;1900;3,1874;
090301;2000;2,70426;
090301;2100;2,05884;
090301;2200;1,69229;
090301;2300;1,07896;
090302;0000;1,30456;
090302;0100;1,072;
090302;0200;1,11746;
090302;0300;0,778683;
090302;0400;0,418638;
090302;0500;0,495154;
090302;0600;1,08661;
090302;0700;0,853785;
090302;0800;0,654571;
090302;0900;0,881269;
090302;1000;2,6468;
090302;1100;3,41364;
090302;1200;3,96874;
090302;1300;3,77979;
090302;1400;4,47678;
090302;1500;5,17789;
090302;1600;4,64834;
090302;1700;3,85463;
090302;1800;3,94646;
090302;1900;3,11311;
090302;2000;2,82798;
090302;2100;2,56775;
090302;2200;2,46423;
090302;2300;1,70503;
090303;0000;1,25174;
090303;0100;1,84012;
090303;0200;1,82696;
090303;0300;2,1596;
090303;0400;2,62077;
090303;0500;2,87019;
090303;0600;1,81423;
090303;0700;0,247371;
090303;0800;0,614301;
090303;0900;0,98702;
090303;1000;2,24208;
090303;1100;2,87132;
090303;1200;3,12092;
090303;1300;3,30058;
090303;1400;3,58454;
090303;1500;3,81637;
090303;1600;4,76241;
090303;1700;3,48161;
090303;1800;2,4094;
090303;1900;1,53476;
090303;2000;0,23858;
090303;2100;0,540236;
090303;2200;1,92266;
090303;2300;1,9317;
090304;0000;1,08253;
090304;0100;1,01944;
090304;0200;0,413409;
090304;0300;0,513382;
090304;0400;0,702453;
090304;0500;0,817195;
090304;0600;0,725492;
090304;0700;0,552197;
090304;0800;0,902138;
090304;0900;0,533218;
090304;1000;0,56296;
090304;1100;1,60738;
090304;1200;1,85251;
090304;1300;2,47437;
090304;1400;2,75513;
090304;1500;3,12601;
090304;1600;3,66449;
090304;1700;3,78395;
090304;1800;3,01616;
090304;1900;2,07904;
090304;2000;1,72576;
090304;2100;1,65228;
090304;2200;1,4139;
090304;2300;1,13011;
090305;0000;1,33162;
090305;0100;1,02395;
090305;0200;0,48154;
090305;0300;0,551188;
090305;0400;0,191126;
090305;0500;0,467791;
090305;0600;0,296569;
090305;0700;0,675898;
090305;0800;1,61948;
090305;0900;1,41468;
090305;1000;0,955557;
090305;1100;0,772346;
090305;1200;1,59577;
090305;1300;2,40731;
090305;1400;3,11643;
090305;1500;3,3752;
090305;1600;3,35524;
090305;1700;3,46864;
090305;1800;3,15303;
090305;1900;2,42402;
090305;2000;2,09635;
090305;2100;2,43897;
090305;2200;2,17019;
090305;2300;1,58626;
090306;0000;0,39282;
090306;0100;0,919878;
090306;0200;0,60706;
090306;0300;0,235622;
090306;0400;0,131334;
090306;0500;0,897902;
090306;0600;0,455583;
090306;0700;0,526423;
090306;0800;0,684816;
090306;0900;0,434236;
090306;1000;0,566685;
090306;1100;1,238;
090306;1200;2,49755;
090306;1300;3,38137;
090306;1400;3,67948;
090306;1500;4,11253;
090306;1600;3,96425;
090306;1700;4,3276;
090306;1800;3,39147;
090306;1900;1,54573;
090306;2000;1,19141;
090306;2100;1,40982;
090306;2200;1,10783;
090306;2300;1,71837;
090307;0000;0,687366;
090307;0100;0,93784;
090307;0200;0,439369;
090307;0300;0,81729;
090307;0400;0,611249;
090307;0500;0,456356;
090307;0600;0,282252;
090307;0700;0,204277;
090307;0800;0,361373;
090307;0900;0,846532;
090307;1000;0,865717;
090307;1100;1,811;
090307;1200;2,07616;
090307;1300;2,59422;
090307;1400;3,37806;
090307;1500;3,23499;
090307;1600;3,59775;
090307;1700;4,06261;
090307;1800;3,98067;
090307;1900;3,86731;
090307;2000;1,26757;
090307;2100;1,40991;
090307;2200;1,25229;
090307;2300;0,342607;
090308;0000;0,319433;
090308;0100;0,865699;
090308;0200;1,38401;
090308;0300;1,03631;
090308;0400;0,442054;
090308;0500;0,994699;
090308;0600;0,646659;
090308;0700;0,308997;
090308;0800;1,19665;
090308;0900;0,543962;
090308;1000;1,23194;
090308;1100;0,864832;
090308;1200;2,55624;
090308;1300;2,9099;
090308;1400;2,88677;
090308;1500;3,61145;
090308;1600;3,31594;
090308;1700;3,73643;
090308;1800;2,9584;
090308;1900;2,35022;
090308;2000;1,63329;
090308;2100;1,43433;
090308;2200;1,31313;
090308;2300;1,0642;
090309;0000;1,56631;
090309;0100;1,36757;
090309;0200;0,496907;
090309;0300;0,264933;
090309;0400;0,621592;
090309;0500;0,374614;
090309;0600;0,40812;
090309;0700;0,567945;
090309;0800;0,657741;
090309;0900;0,951424;
090309;1000;0,624516;
090309;1100;1,85646;
090309;1200;3,19372;
090309;1300;3,78822;
090309;1400;4,09614;
090309;1500;4,66602;
090309;1600;4,5309;
090309;1700;4,24345;
090309;1800;3,90096;
090309;1900;3,71551;
090309;2000;3,35986;
090309;2100;2,30287;
090309;2200;2,17326;
090309;2300;2,10048;
090310;0000;1,59085;
090310;0100;1,18313;
090310;0200;0,981031;
090310;0300;1,44709;
090310;0400;1,61644;
090310;0500;1,20184;
090310;0600;1,0178;
090310;0700;0,877995;
090310;0800;0,808187;
090310;0900;1,5448;
090310;1000;2,83597;
090310;1100;3,6783;
090310;1200;4,02135;
090310;1300;5,23505;
090310;1400;5,13779;
090310;1500;5,00269;
090310;1600;4,55492;
090310;1700;4,25996;
090310;1800;4,25632;
090310;1900;3,68232;
090310;2000;2,60984;
090310;2100;2,49255;
090310;2200;2,08486;
090310;2300;1,69794;
090311;0000;1,25728;
090311;0100;1,3037;
090311;0200;1,04516;
090311;0300;0,615512;
090311;0400;0,560863;
090311;0500;0,469886;
090311;0600;0,648101;
090311;0700;0,847298;
090311;0800;1,24736;
090311;0900;1,21647;
090311;1000;0,603415;
090311;1100;1,9192;
090311;1200;2,10835;
090311;1300;2,97423;
090311;1400;4,28053;
090311;1500;4,06657;
090311;1600;4,39342;
090311;1700;3,94671;
090311;1800;3,30225;
090311;1900;2,89708;
090311;2000;1,88026;
090311;2100;1,82167;
090311;2200;1,68673;
090311;2300;1,06165;
090312;0000;0,881639;
090312;0100;0,927732;
090312;0200;0,935718;
090312;0300;0,600018;
090312;0400;0,280174;
090312;0500;0,437283;
090312;0600;0,547083;
090312;0700;0,405883;
090312;0800;0,377423;
090312;0900;0,504078;
090312;1000;0,0488403;
090312;1100;0,722272;
090312;1200;2,00428;
090312;1300;2,91987;
090312;1400;3,75842;
090312;1500;4,14375;
090312;1600;4,15041;
090312;1700;4,3176;
090312;1800;2,94134;
090312;1900;2,01588;
090312;2000;2,8658;
090312;2100;3,03838;
090312;2200;1,81021;
090312;2300;0,666607;
090313;0000;0,718205;
090313;0100;1,67608;
090313;0200;1,2252;
090313;0300;1,13987;
090313;0400;0,479646;
090313;0500;0,624717;
090313;0600;0,147868;
090313;0700;0,847425;
090313;0800;0,721313;
090313;0900;0,380085;
090313;1000;0,254139;
090313;1100;1,79117;
090313;1200;3,42977;
090313;1300;3,87624;
090313;1400;3,48964;
090313;1500;4,02306;
090313;1600;4,18745;
090313;1700;3,32848;
090313;1800;2,47426;
090313;1900;2,30536;
090313;2000;1,83803;
090313;2100;1,60531;
090313;2200;1,21098;
090313;2300;0,683864;
090314;0000;0,717662;
090314;0100;0,978515;
090314;0200;0,512447;
090314;0300;0,488685;
090314;0400;0,557691;
090314;0500;0,665424;
090314;0600;0,588401;
090314;0700;0,291646;
090314;0800;0,556861;
090314;0900;0,657598;
090314;1000;1,07294;
090314;1100;2,23178;
090314;1200;2,87476;
090314;1300;2,74912;
090314;1400;2,84439;
090314;1500;3,47117;
090314;1600;3,4585;
090314;1700;3,25277;
090314;1800;2,73554;
090314;1900;1,87651;
090314;2000;2,07624;
090314;2100;1,94455;
090314;2200;1,78744;
090314;2300;1,10438;
090315;0000;1,43621;
090315;0100;1,46719;
090315;0200;1,15249;
090315;0300;0,557541;
090315;0400;0,396889;
090315;0500;0,1538;
090315;0600;0,720829;
090315;0700;0,221041;
090315;0800;0,919866;
090315;0900;0,549901;
090315;1000;0,566744;
090315;1100;0,481275;
090315;1200;1,49301;
090315;1300;2,97771;
090315;1400;3,24997;
090315;1500;4,47324;
090315;1600;4,54787;
090315;1700;4,11059;
090315;1800;3,63016;
090315;1900;3,69721;
090315;2000;3,10521;
090315;2100;2,34574;
090315;2200;1,68771;
090315;2300;1,12574;
090316;0000;1,7725;
090316;0100;0,235713;
090316;0200;0,873653;
090316;0300;1,30631;
090316;0400;0,284861;
090316;0500;0,676887;
090316;0600;0,377661;
090316;0700;1,49715;
090316;0800;0,310232;
090316;0900;1,71904;
090316;1000;1,81388;
090316;1100;2,17681;
090316;1200;3,61287;
090316;1300;4,03586;
090316;1400;4,64494;
090316;1500;4,07423;
090316;1600;4,07021;
090316;1700;3,7532;
090316;1800;3,03644;
090316;1900;1,6431;
090316;2000;1,51852;
090316;2100;1,49313;
090316;2200;1,59773;
090316;2300;2,67967;
090317;0000;1,88427;
090317;0100;1,4221;
090317;0200;0,940364;
090317;0300;0,433831;
090317;0400;0,610288;
090317;0500;0,718513;
090317;0600;0,485788;
090317;0700;0,476839;
090317;0800;0,791172;
090317;0900;0,60775;
090317;1000;1,55847;
090317;1100;0,936538;
090317;1200;0,75985;
090317;1300;1,31131;
090317;1400;2,48741;
090317;1500;2,86012;
090317;1600;4,21716;
090317;1700;4,10229;
090317;1800;3,49753;
090317;1900;2,56115;
090317;2000;2,16781;
090317;2100;2,23455;
090317;2200;1,35609;
090317;2300;1,18769;
090318;0000;1,52351;
090318;0100;1,24491;
090318;0200;0,621074;
090318;0300;0,836428;
090318;0400;0,769339;
090318;0500;0,610961;
090318;0600;0,696998;
090318;0700;1,62162;
090318;0800;0,485116;
090318;0900;0,353676;
090318;1000;1,7861;
090318;1100;2,76344;
090318;1200;3,94497;
090318;1300;3,76986;
090318;1400;4,05086;
090318;1500;4,78872;
090318;1600;4,95776;
090318;1700;4,29266;
090318;1800;3,15147;
090318;1900;3,14577;
090318;2000;2,90792;
090318;2100;1,73953;
090318;2200;1,12201;
090318;2300;1,4731;
090319;0000;1,62917;
090319;0100;1,5001;
090319;0200;0,942389;
090319;0300;0,752603;
090319;0400;0,959867;
090319;0500;0,757525;
090319;0600;0,946088;
090319;0700;1,47287;
090319;0800;2,32342;
090319;0900;2,12119;
090319;1000;2,75798;
090319;1100;3,43972;
090319;1200;4,13524;
090319;1300;4,09137;
090319;1400;4,46114;
090319;1500;4,24844;
090319;1600;4,03387;
090319;1700;4,09309;
090319;1800;3,66019;
090319;1900;2,55714;
090319;2000;1,72243;
090319;2100;1,13675;
090319;2200;1,00052;
090319;2300;0,749533;
090320;0000;0,61374;
090320;0100;0,691536;
090320;0200;0,799783;
090320;0300;0,4213;
090320;0400;0,317875;
090320;0500;0,746309;
090320;0600;0,896355;
090320;0700;0,991259;
090320;0800;0,951735;
090320;0900;0,841537;
090320;1000;0,629252;
090320;1100;1,60372;
090320;1200;2,88954;
090320;1300;2,95394;
090320;1400;3,63599;
090320;1500;3,71032;
090320;1600;3,59298;
090320;1700;3,67792;
090320;1800;2,82723;
090320;1900;2,58854;
090320;2000;1,98876;
090320;2100;1,35096;
090320;2200;0,763984;
090320;2300;0,514145;
090321;0000;1,08092;
090321;0100;0,703894;
090321;0200;0,827192;
090321;0300;0,256926;
090321;0400;0,620062;
090321;0500;0,765245;
090321;0600;0,718268;
090321;0700;0,278561;
090321;0800;0,428342;
090321;0900;0,475677;
090321;1000;0,496355;
090321;1100;0,372817;
090321;1200;2,04987;
090321;1300;2,94092;
090321;1400;3,56544;
090321;1500;4,16959;
090321;1600;4,4557;
090321;1700;3,45683;
090321;1800;3,18992;
090321;1900;2,85986;
090321;2000;2,11866;
090321;2100;2,15839;
090321;2200;1,91688;
090321;2300;1,11152;
090322;0000;1,0013;
090322;0100;0,783136;
090322;0200;0,625504;
090322;0300;0,769423;
090322;0400;0,295415;
090322;0500;0,820807;
090322;0600;0,41503;
090322;0700;1,00139;
090322;0800;1,00944;
090322;0900;0,528831;
090322;1000;0,391527;
090322;1100;0,598472;
090322;1200;2,0903;
090322;1300;2,71491;
090322;1400;3,2293;
090322;1500;3,45652;
090322;1600;3,51802;
090322;1700;3,41076;
090322;1800;2,6986;
090322;1900;2,19419;
090322;2000;1,79305;
090322;2100;1,31607;
090322;2200;0,652899;
090322;2300;0,289279;
090323;0000;0,400784;
090323;0100;0,513374;
090323;0200;0,506723;
090323;0300;0,733348;
090323;0400;0,387197;
090323;0500;0,471004;
090323;0600;0,37185;
090323;0700;0,495837;
090323;0800;0,656292;
090323;0900;0,337488;
090323;1000;0,709706;
090323;1100;2,4437;
090323;1200;2,64752;
090323;1300;3,04374;
090323;1400;3,31459;
090323;1500;3,48883;
090323;1600;3,52724;
090323;1700;3,98933;
090323;1800;3,12566;
090323;1900;2,97458;
090323;2000;3,02745;
090323;2100;2,19353;
090323;2200;1,57253;
090323;2300;1,45004;
090324;0000;1,70048;
090324;0100;1,28489;
090324;0200;1,0437;
090324;0300;0,908484;
090324;0400;0,829249;
090324;0500;0,920425;
090324;0600;0,161449;
090324;0700;0,564933;
090324;0800;0,809871;
090324;0900;0,656686;
090324;1000;0,695148;
090324;1100;1,26018;
090324;1200;2,76665;
090324;1300;4,32722;
090324;1400;4,4157;
090324;1500;4,16006;
090324;1600;4,29031;
090324;1700;4,07629;
090324;1800;3,23586;
090324;1900;2,86383;
090324;2000;1,81856;
090324;2100;1,78597;
